년도,행정동코드,총생활인구수,연령대0_생활인구,연령대10_생활인구,연령대20_생활인구,연령대30_생활인구,연령대40_생활인구,연령대50_생활인구,연령대60_생활인구,연령대70이상_생활인구
2021,11545690,87886250.7942,5410464.2998,7300960.5977,9557065.0885,13305028.3725,14272501.5682,15566931.8116,12864062.1998,9609236.9396
2021,11545700,108185658.6418,7592364.797499999,9015492.3399,12983805.9901,15083403.7952,15628032.9749,17858582.927699998,14591449.3148,15432526.5981
2021,11545710,105828978.7941,6960564.2351,9449952.7831,12593814.2404,13976894.6479,15862847.7473,17008021.7669,14261148.5831,15715734.8016
2021,11560515,166088493.6977,10184470.9156,10279677.8506,25977358.0432,29968006.3374,24917204.8337,26884676.884,19353979.0842,18523119.7245
2021,11560535,436198808.0908,20791372.6816,18994102.0531,92454256.2365,103693244.2928,70475570.3276,58062451.9713,40221418.9238,31506391.6676
2021,11560540,743887445.122,29651034.3458,34824288.8942,116935979.9131,185930617.4227,163824118.8204,102665142.417,55864646.7412,54191616.4576
2021,11560550,203181840.3071,10367186.2942,9489757.2731,32985079.1115,43681214.5006,34255312.1229,31667534.9273,21955560.1498,18780195.9495
2021,11560560,323612125.1815,22424915.6324,20118355.5447,61652482.9579,71600929.5012,51332549.8424,41150546.6767,28033493.2155,27298851.5418
2021,11560585,124171887.8999,7988535.5253,7420656.452,16694935.8792,23122603.2029,19568250.6063,20260970.6164,15329179.3015,13786756.2255
2021,11560605,353784335.9229,25679033.8938,25093941.1776,44255794.0918,71357524.3561,69054039.8948,50110822.6112,35466908.3894,32766271.5491
2021,11560610,168390847.4941,11660859.6869,10402446.4336,25314805.3712,39217836.8921,30495095.9665,22104853.8503,14479241.0304,14715708.3679
2021,11560620,252033120.938,15208677.9283,17363100.9092,39915920.2555,58936873.2453,45566868.7446,35478835.605000004,22457167.9307,17105676.3916
2021,11560630,154351230.4667,7162050.464,9797937.8808,26493717.4843,27267900.5673,23420993.8637,22902043.4346,18265180.4024,19041406.3215
2021,11560650,118303655.4596,8189471.3747,9364014.4596,14473744.7836,18809054.1763,18153390.2938,20535309.4226,15304553.6391,13474117.2536
2021,11560660,67518436.9554,3307933.815,4934776.2139,8439872.5624,10989922.9976,11041784.5762,11280975.7655,9050705.7776,8472465.2782
2021,11560670,60087470.5832,3465867.3441,4813841.1546,6539574.8317,10161196.9026,10012075.354,10007939.3926,8080923.002499999,7006052.635
2021,11560680,195481052.8826,16902826.8565,17295222.3255,25384101.8123,34273539.8378,32055890.0933,29352221.5026,21156025.2057,19061225.4011
2021,11560690,125095650.3065,11994061.8964,12509881.1067,17006191.972,20125496.7222,20385894.4664,17999484.357499998,12754241.3487,12320398.4213
2021,11560700,153833717.4608,7917088.8403,9792939.8204,18342866.2201,26050770.4439,24861598.6822,26625061.6422,19826757.0939,20416634.6841
2021,11560710,149525796.929,4219105.3319,5374271.4163,19585503.993,27976309.2217,26417926.5375,29790986.7288,20932883.3151,15228810.2896
2021,11560720,218173172.9241,11038132.5035,12786899.0505,28155905.7301,37121975.0064,35942760.503,40586869.7951,29967056.2524,22573574.1772
2021,11590510,314250696.9173,13549137.2435,18998793.1024,88390893.1288,61190778.3322,40805453.7919,35520500.1343,27025365.8488,28769775.1586
2021,11590520,157279431.8935,3690570.5467,9531051.627,33591091.523,26746234.873,21906508.4553,24431308.0899,18381591.3531,19001075.3096
2021,11590530,393588241.5152,30177556.9311,32739345.7373,85233361.3594,56342088.275,54498836.5519,48985886.6299,40795586.5719,44815579.3877
2021,11590540,196451115.1282,17053721.3534,14360477.3433,30060378.846100003,31760661.3873,30926060.5635,27135206.6826,21281961.2744,23872647.7202
2021,11590550,161154326.9677,12120499.8495,12211140.2409,24726594.3463,27763497.1548,24272844.7022,22027004.9407,17863642.44,20169103.393
2021,11590560,206695298.9925,18590874.4834,17363616.1793,27614692.576,34426897.2012,31092444.1768,27932332.7242,23648888.4273,26025553.4579
2021,11590605,271543711.4999,19561766.2738,20843786.7577,57530765.2023,38092596.369,38858801.2163,36122956.1191,28812867.0285,31720172.532
2021,11590620,222766597.4065,11259047.614,11956825.8141,43257718.133,44882372.0782,32615292.0495,30140556.3175,25833594.4283,22821190.8352
2021,11590630,274234882.5279,23862790.8099,21261003.7788,34538390.6184,42118422.5118,42469496.9477,40625175.0694,34540536.6421,34819066.0091
2021,11590640,172633320.0214,14092682.5699,13928015.9579,20899093.1735,28293232.6415,26556704.3628,23918571.569,21899899.0413,23045120.6722
2021,11590650,115501399.872,8526416.3026,7494706.3809,18185380.3108,20367157.2769,18090637.0365,15407269.5323,13869538.3776,13560294.663
2021,11590651,95848908.6199,7130509.2229,7708105.3839,13373919.8911,17031590.6869,15727533.299,13189413.3965,10909278.3681,10778558.2894
2021,11590660,365969784.592,21521460.0292,41899362.5022,60037439.2758,56511732.6441,60936682.2988,51255595.1769,35471301.3644,38336211.3724
2021,11590670,145968505.07479998,10460869.3231,14809850.6432,19807613.5105,21165916.4369,24174998.6902,23328249.8371,16699321.5424,15521685.0719
2021,11590680,212402468.3701,14422044.3902,16346860.1536,32677392.0776,37876513.1649,36919397.3874,28514354.3582,21261061.6269,24384845.3065
2021,11620525,162070804.5195,9575513.9374,10606881.3109,30074546.6834,30476432.876,24873834.8034,20521469.2382,16515636.3196,19426489.3004
2021,11620545,89328818.3769,8519523.2498,7427887.830800001,10242283.3878,14552841.723,14955461.6805,11699759.1044,10085923.7146,11845137.7035
2021,11620565,216195216.1101,18959870.7132,23706756.3892,25978975.4966,30004319.1312,36995232.6277,29533313.9378,23105735.128,27911012.5991
2021,11620575,210616804.4816,11627984.1969,12133340.9969,49670938.8057,44195526.909,28498573.3114,23716418.2605,19136806.744,21637215.2833
2021,11620585,208675430.8701,8576517.7312,19232590.6065,64408134.7301,42034728.0573,25685303.6679,20146888.5066,13440784.8282,15150482.8105
2021,11620595,336197013.4491,10331712.5029,20630819.1591,101153613.8127,64166499.1141,41275127.4705,37534123.9366,29725303.5803,31379813.7095
2021,11620605,242116911.6744,16059026.3869,18559027.2104,39513397.6121,42027308.9371,38732660.9174,31956626.7408,26954120.9567,28314742.9362
2021,11620615,151211441.0582,6686485.8567,9756769.3049,37217887.4456,29584604.94,19955878.5806,18125205.9163,14211783.395,15672825.7103
2021,11620625,211581580.7479,10818162.4713,15096926.2429,44675694.1806,43375897.1885,30036349.7443,25732099.0885,20374166.1339,21472285.7132
2021,11620630,200188854.5895,13073928.4359,11829856.8142,41316502.3023,35330655.8148,27082416.1826,27401199.4676,22542098.1296,21612197.4718
2021,11620645,195539501.0232,7221887.5801,9525927.8833,53950731.5164,40076028.7904,25123882.1777,22584694.0459,18220553.3,18835795.7253
2021,11620655,142533168.09329998,4356932.631,7447114.9515,34679807.7084,27740288.4855,19909769.9133,17818086.167,14450169.5887,16130998.7715
2021,11620665,156150029.4729,6460097.457,8649229.924800001,39682745.8348,31446682.266,21458684.7445,18353744.8535,14498771.7404,15600072.5721
2021,11620685,184927643.0227,6961870.3674,9580549.1875,43309087.7295,35417376.5578,25502766.1452,24590605.3196,18673263.3279,20892124.2799
2021,11620695,239997556.1763,5225972.6963,9208598.0239,78184635.6122,54786099.2538,31626627.7657,24551318.7457,18124409.0317,18289894.9255
2021,11620715,97575063.1083,10102416.6195,9536073.9375,9147377.6659,12282882.0053,18363951.7613,15057365.2457,11362999.0236,11721996.8477
2021,11620725,237820002.3373,8310888.2079,10312953.2483,49845488.7158,50247909.7693,38548066.0289,34643753.4141,24909774.9442,21001167.8863
2021,11620735,276709487.6053,9089389.7744,14928729.9664,87588818.2467,56285206.1213,38383864.5812,30342039.7815,20570192.6672,19521246.595
2021,11620745,191243138.8946,7181799.056,14596337.9872,28481496.5022,25934315.6045,28597265.2488,29813220.8247,25498928.1015,31139775.669
2021,11620765,195418352.0936,14751910.2896,17745470.8431,29067644.9049,28846865.6736,30816914.8379,28426352.4328,22599476.7983,23163716.7188
2021,11620775,162380551.6948,10870500.5311,13979159.3208,22304494.1443,22353251.4557,24287923.0845,25723304.0848,19939583.9121,22922335.1106
2021,11650510,272801065.8833,16646390.1856,24520866.3259,39230636.333,51181495.5194,53252766.5637,38261765.9087,25595537.1471,24111607.7578
2021,11650520,365070150.1268,16573971.8629,25225832.9068,63202916.7962,85723957.6549,74001801.7275,48761212.274,27772654.8723,23807801.8746
2021,11650530,567160300.1676999,23981954.5734,48231537.4337,88404447.6423,113250624.1514,111489769.1041,85591717.00209999,51692158.6127,44518091.8897
2021,11650531,357131134.1989,23279428.5345,37391885.0413,64076865.5757,65020834.2227,68706417.511,44795510.436,28515427.7579,25344765.1941
2021,11650540,294506545.2375,20433591.2751,29976023.8567,38380732.2758,50942323.3871,61847006.3097,43314165.0794,26091993.4656,23520709.6372
2021,11650550,66592632.2447,3011361.894,9797267.7596,7380051.95,7049595.4425,12972856.4985,11267571.2722,7052761.6742,8061165.7809
2021,11650560,288159342.0028,21807906.0586,25787476.179,44707440.4628,58237431.2459,59087300.5227,35070623.2254,22715183.4277,20745980.3452
2021,11650570,145808862.0568,14851284.1346,22135813.6355,12954396.2349,18146748.8739,31234685.4171,20814431.7897,12815825.5697,12855676.3539
2021,11650580,181202786.577,13453788.5584,22053647.7682,20817357.5617,24391024.5098,35374886.7603,27946977.646,18582783.8776,18582319.877
2021,11650581,364673459.7676,30256594.5752,36402301.1019,45585169.7145,59003590.6092,70935169.0435,52203508.1592,36497754.0228,33789372.4178
2021,11650590,190590790.9159,13374377.5542,24583261.5496,20595921.3662,24788232.1289,37513531.9263,28507419.6354,19403691.0532,21824355.7159
2021,11650600,184018675.8435,13449161.1559,16620564.1861,27127918.8511,32512432.3965,30979950.8452,24648813.5291,20269470.737,18410364.0491
2021,11650610,186518916.101,11289982.3217,15258186.1486,28619922.9116,31398933.1596,29274614.3203,27034489.2748,22133182.934,21509605.1404
2021,11650620,180182801.719,11468425.8206,18809024.4582,22213872.3722,27762231.9847,29308792.7558,28539563.3694,22235694.6546,19845196.2901
2021,11650621,224897170.6756,14970433.4794,24310044.5231,28609967.4115,34601413.1523,40559864.6906,33797499.1918,23265087.4491,24782860.7356
2021,11650651,446679988.159,45321162.3702,34061261.3844,54278020.5868,81789109.3995,86665675.2721,59524370.7944,45823585.7123,39216802.7509
2021,11650652,332818887.5982,18330375.0287,18759174.4303,44440860.3333,73511453.0656,68015745.0911,52715116.7052,34214125.6357,22832037.2413
2021,11650660,219176865.2748,31284141.2683,13765931.8659,24154003.7709,32623357.8745,38835130.7572,31856809.0415,24561659.4101,22095831.2425
2021,11680510,307912910.3404,11653891.5543,24719766.4888,58642193.3774,64914750.5335,58214045.9748,39828097.725,24932425.605,25007739.193
2021,11680521,362453278.4124,8022064.6644,14049505.3946,83195477.6305,97088587.1911,68811275.1536,41878340.2998,26726216.0703,22681812.2647
2021,11680531,378154008.3702,17021449.5206,18080477.681,71886656.932,96310823.2471,77828345.9395,44644450.69,26539564.9764,25842239.5316
2021,11680545,368690245.5003,24597584.0943,31367586.6734,59580764.6106,69709292.98,69474052.901,47800521.0794,31995994.2848,34164448.864
2021,11680565,382823335.826,19248416.2858,23828763.7005,63001165.8844,84423256.4531,74781165.8584,52730334.0724,35666343.9185,29143889.7238
2021,11680580,322817937.4119,11058823.2906,18344563.9255,57537996.9467,81975359.6305,69681513.3662,41948389.1668,24804089.3766,17467201.7271
2021,11680590,341064014.0714,19741424.1924,28826673.5926,51738382.919,72425665.4083,75387550.6046,44449152.0216,24285774.5499,24209390.7429
2021,11680600,246529577.1953,21123204.9821,68646245.9913,20620798.6262,19262345.5328,52479545.429900005,31154938.0569,16915417.5676,16327080.8967
2021,11680610,434799043.7729,22353218.324,77327863.3231,55461805.668400005,68008192.0338,85673733.8018,59076798.1769,36292241.1911,30605191.1226
2021,11680630,324810240.3758,17167293.3136,63838123.8984,45905910.7067,53669449.55,63786149.6439,42272336.4066,19769994.7042,18400981.3452
2021,11680640,860168744.4314,14279383.77,37816112.4602,206041954.9808,240994999.7994,165758359.1545,98900868.5588,55669543.1158,40707522.5854
2021,11680650,456789720.274,31989243.3397,54424437.0286,65301659.2961,86954975.2721,101594894.7064,57493085.4551,31193302.8903,27838122.1461
2021,11680655,283737513.5214,25210852.9419,29827381.3641,33970521.8513,46324781.9444,51951898.6691,40745824.084,30258353.76,25447898.8332
2021,11680656,273338262.0227,25429126.6393,39378037.0529,27134390.8546,34977407.9672,55998410.322,39499462.6232,25854417.8847,25067007.8147
2021,11680660,78657892.33320001,6192013.4113,8034068.1119,6735545.2238,11294384.3779,15006085.6339,12286842.997,10168047.5599,8940905.0325
2021,11680670,194373180.5484,12920878.6347,27628908.8155,18239951.2991,22910702.1136,35521154.3756,30310864.9807,24208203.0188,22632517.4005
2021,11680690,148963534.4123,10060741.1653,15471546.4232,17643350.2257,24379141.3911,26760052.4955,23930839.4325,17832070.1894,12885793.1828
2021,11680700,403185979.8544,65114811.7933,46627888.528,38351789.4445,55591377.728,68016157.6959,48672859.9302,40080644.4493,40730450.412
2021,11680720,218146197.7565,20845478.3948,30970032.3588,21350597.4364,25759802.1553,36741324.8198,31867114.3424,26824131.108,23787716.331
2021,11680730,153075390.5332,8777672.1536,13398989.846,18788583.5675,23284706.5433,24002708.472,23616805.3465,22273912.3397,18932012.2274
2021,11680740,134974616.4619,10979687.9351,14486763.3846,13659024.5126,21394488.6133,24244557.9301,20510658.7292,16044412.7367,13655022.5704
2021,11680750,211130420.4699,14377057.9998,12862913.8985,22360973.8742,36544389.5122,35511091.1193,31118814.0619,30195844.6189,28159335.3314
2021,11710510,138353577.8716,9009666.8858,10474212.7189,16126393.8838,21489215.5079,21823727.5711,22334082.2857,20179433.2517,16916845.8249
2021,11710520,328851168.5249,24102341.4146,25181405.2658,43381757.3629,56867657.046,56696157.2583,48786443.3722,39527338.5213,34308067.7822
2021,11710531,109509611.3376,5584444.7395,10197183.8071,13688280.9094,16638130.467,17388762.3236,19005694.9242,14416686.2644,12590427.789
2021,11710532,134681296.9087,9805066.8348,12745564.7537,14005577.5563,20554475.9875,21692439.0296,21720965.958,17233985.660099998,16923221.0791
2021,11710540,112212980.7168,9395982.2666,10287342.6977,11477103.3866,14286363.6008,17588298.1308,18666543.8433,15768641.0637,14742705.6884
2021,11710550,145393810.6985,8356462.0284,10911088.8909,17046446.4049,18815461.6653,21480245.5992,25614634.1293,23223529.2273,19945942.7465
2021,11710561,165128374.9409,14106637.1457,22971125.6705,20150779.7284,23849107.4749,26672658.8712,23930943.8285,18059484.0377,15387638.2434
2021,11710562,294528674.6498,15614268.1908,17638364.3746,55770597.5388,66433071.9968,48149869.4434,38690389.5713,28791639.3012,23440474.1052
2021,11710566,161049223.8861,9108133.9866,22279693.9625,18935887.3097,19321300.0087,26242626.468,25169634.8946,20908017.75,19083929.4146
2021,11710570,331462419.6009,28821761.712,35965264.1544,38505797.7323,46312907.2535,50841883.0673,54234901.4185,42777174.508,34002729.742
2021,11710580,258667133.3263,18530555.7987,20646293.5397,45190957.3806,52746255.7308,39663288.4322,34056773.6694,26276591.3948,21556417.2803
2021,11710590,174929468.6675,16629457.9545,21626354.97,21362636.4766,26580727.3188,26975704.8184,25225600.8646,20713877.2305,15815109.0018
2021,11710600,295114096.4983,20272856.9296,23296917.8004,43979952.2363,63071964.5111,48961309.8884,38967132.2051,30906671.032,25657291.9305
2021,11710610,271149180.4214,20764991.6326,22343557.393,40221226.0239,56374563.4141,45608040.5171,36012898.0205,26492874.0162,23331029.4621
2021,11710620,332396007.14,22237427.5948,25560976.4162,45099066.656,61366059.6972,58153644.1103,56063929.4033,37985155.4374,25929747.8542
2021,11710631,243778333.4925,16487469.3829,18282778.844,25719411.3344,45228822.8877,42820470.6808,41202748.5075,32070442.3844,21966189.4694
2021,11710632,245097187.7024,19044131.5076,28837738.5239,28782522.6175,36418881.7344,40000360.0565,37557673.5158,30096946.6323,24358933.1248
2021,11710641,182521622.0132,11624017.6032,15524965.7046,27004700.1487,34637033.2959,29129033.3404,27319354.8423,21958073.7368,15324443.2636
2021,11710642,357057356.3218,11372336.2186,14374557.9868,61521923.5213,89467528.0161,71891249.8013,52666222.8125,32138864.017,23624673.9021
2021,11710646,298711698.1497,25802790.7823,32332383.5727,36614557.0079,52753766.2251,48340104.3515,43119224.3947,33118043.8123,26630827.31
2021,11710647,326818395.5563,62141130.7931,38524992.0522,28266323.6031,54915257.3403,59546548.1613,38685597.4402,26116896.3882,18621649.7279
2021,11710650,300983994.3747,21152632.8852,26894344.6627,47879174.4792,58132312.1464,51387717.5201,39448183.6643,28875080.9067,27214548.0682
2021,11710670,299179053.2299,36165736.7194,48447011.6813,27194789.1702,36706942.7758,63986053.9445,38713596.9895,24733936.1909,23230985.8423
2021,11710680,333793899.3076,33155852.8348,39534982.3328,40802255.0692,50656292.6613,58370531.9841,44918583.6186,35513715.1427,30841685.7193
2021,11710690,178412422.022,27129304.4993,19195754.9292,17917263.4646,24887165.6165,32262907.3353,22453858.1613,18092806.0352,16473361.9793
2021,11710710,332839668.6657,17440446.8156,26834783.6183,55270211.7385,66975427.0185,60116597.9293,47522054.07,32328067.4963,26352079.9917
2021,11710720,86987340.5519,5796795.843,9866495.7008,9380629.2619,11438477.6816,13953252.3695,12526365.8318,11061520.0923,12963803.6949
2021,11740515,413043104.0481,46050916.5965,49151467.7813,39828979.0551,66012698.400800005,73097536.7411,54244078.9684,43208229.3679,41449197.0614
2021,11740520,324394791.8456,17493734.05,42489646.1726,32117522.2008,50486662.1304,60549420.7714,48016292.1418,40903341.0808,32338173.1925
2021,11740530,252596201.617,19390616.6034,30636187.9762,27154582.8768,35782060.5515,41292808.8609,37731805.0145,32972472.3265,27635667.4823
2021,11740540,146190181.5381,11427718.131,28773935.2741,14837907.1043,14950326.0512,23749511.8359,20911917.0497,17760286.6785,13778579.4842
2021,11740550,219092436.6314,37010838.6766,32777486.8398,17644168.3843,26564316.1991,40396206.325100005,25995508.3752,21898130.6014,16805781.2445
2021,11740560,177314561.7718,11506546.8239,18062302.2427,17015646.3784,29196706.4062,32376114.2138,27190344.9302,21992169.7364,19974731.1452
2021,11740570,253462948.6639,19394139.0228,23109496.044,30648123.0197,38542965.4653,41843096.1657,39429454.5018,30903260.4677,29592414.0497
2021,11740580,122291387.8467,10441165.3775,8779002.3186,13497900.5862,23268671.7673,20558068.3256,18094785.3808,14742769.0222,12909025.0908
2021,11740590,130719970.3137,17157416.0105,15403564.4761,12348903.3484,18121079.4835,22738034.3355,17875574.523,14347885.2202,12727512.9453
2021,11740600,302197078.8315,25837552.7587,29111925.8216,35617689.492300004,45139869.3162,47280466.4566,45349863.732,38402572.6053,35457138.6795
2021,11740610,388893436.4493,24311759.4153,25550049.4224,51671160.086,67922946.6735,60594693.491,62875915.6859,50834105.7454,45132805.6699
2021,11740620,249981501.441,14618025.6998,15213000.6959,38306673.6611,45153351.6554,37791225.812,36883524.5992,32064609.61,29951089.5884
2021,11740640,218470717.5286,17520465.18,20391558.3626,26403685.2124,35543489.3861,36445196.2256,32732390.5974,25061359.8774,24372572.6432
2021,11740650,227487597.0515,14600732.6648,14128596.037,31569439.035,39651776.2136,36056318.4934,34976377.0603,29321427.8309,27182929.6979
2021,11740660,236410119.2513,13486523.2604,20480902.1995,32768364.8543,36978745.3094,39926112.1397,38740757.7178,28757439.3603,25271274.4384
2021,11740685,456361143.3397,32196119.2527,34435991.4547,59205419.9492,70572583.837,70856936.7123,72154210.0583,61739091.8981,55200790.1477
2021,11740690,54980786.1361,4221632.2321,7590161.532,5310490.6038,7110248.9178,8846024.863499999,8855205.2303,6682775.6833,6364246.9789
2021,11740700,232962967.4864,17179456.8334,21814204.3534,27343503.7964,33229269.0904,34958689.1761,36312404.0834,30491651.414,31633788.6924
